codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_tipo,ocorrencia_dia,ocorrencia_horario,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,aeronave_matricula,aeronave_equipamento,aeronave_fabricante,aeronave_modelo,aeronave_tipo_motor,aeronave_quantidade_motores,aeronave_peso_maximo_decolagem,aeronave_quantidade_assentos,aeronave_ano_fabricacao,aeronave_pais_registro,aeronave_categoria_registro,aeronave_segmento_aviacao,aeronave_origem_voo,aeronave_destino_voo,aeronave_fase_voo,aeronave_tipo_operacao,aeronave_nivel_dano,quantidade_fatalidades,quantidade_fatores_contribuintes,dia_extracao,ano,latitude,longitude
201306042381231,INCIDENTE,POUSO EM LOCAL NÃO PREVISTO,2013-06-04,19:20:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PROMH,HELICÓPTERO,EUROCOPTER FRANCE,EC 155 B1,TURBOEIXO,2.0,4920,15.0,2009.0,BRASIL,TPX,TÁXI AÉREO,****,****,APROXIMAÇÃO FINAL,TÁXI AÉREO,NENHUM,,0,2018-05-06,2013,-21.75,-41.32
200807282890971,INCIDENTE,PERDA DE CONTROLE NO SOLO,2008-07-28,23:05:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,SBCP,PTVNJ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,2.0,2155,6.0,1990.0,BRASIL,TPP,PARTICULAR,****,****,TÁXI,VOO PRIVADO,***,,0,2018-05-06,2008,-21.75,-41.32
201211193012700,INCIDENTE,OUTROS,2012-11-19,18:42:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PRSED,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307,14.0,2003.0,BRASIL,TPX,TÁXI AÉREO,****,****,DECOLAGEM,TÁXI AÉREO,LEVE,,0,2018-05-06,2012,-21.75,-41.32
201307318360848,INCIDENTE,COM TREM DE POUSO,2013-07-31,14:05:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,SBFS,PROMD,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307,14.0,2010.0,BRASIL,TPX,TÁXI AÉREO,****,****,POUSO,TÁXI AÉREO,NENHUM,,0,2018-05-06,2013,-21.75,-41.32
201307072075859,INCIDENTE,FALHA ESTRUTURAL,2013-07-07,18:50:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PROMF,HELICÓPTERO,AGUSTA,AB139,TURBOEIXO,2.0,6800,17.0,2006.0,BRASIL,TPX,TÁXI AÉREO,****,****,APROXIMAÇÃO FINAL,TÁXI AÉREO,LEVE,,0,2018-05-06,2013,-21.75,-41.32
201605041945489,ACIDENTE,SUPERAQUECIMENTO,2016-04-28,13:30:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PREMR,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76A,TURBOEIXO,2.0,4763,14.0,1978.0,BRASIL,TPX,TÁXI AÉREO,SBME,****,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,,0,2018-05-06,2016,-21.75,-41.32
201107152342941,INCIDENTE,POUSO EM LOCAL NÃO PREVISTO,2011-07-15,09:21:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PROMH,HELICÓPTERO,EUROCOPTER FRANCE,EC 155 B1,TURBOEIXO,2.0,4920,15.0,2009.0,BRASIL,TPX,TÁXI AÉREO,****,****,POUSO,TÁXI AÉREO,NENHUM,,0,2018-05-06,2011,-21.75,-41.32
201508229204368,INCIDENTE,POUSO EM LOCAL NÃO PREVISTO,2015-08-22,10:38:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PRNSP,HELICÓPTERO,AGUSTA,AB139,TURBOEIXO,2.0,6800,,,BRASIL,TPX,TÁXI AÉREO,SBME,9POA,POUSO,TÁXI AÉREO,NENHUM,,0,2018-05-06,2015,-21.75,-41.32
200807161217309,INCIDENTE,TRÁFEGO AÉREO,2008-07-16,15:46:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PRCHE,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307,14.0,2007.0,BRASIL,TPX,TÁXI AÉREO,****,****,APROXIMAÇÃO FINAL,TÁXI AÉREO,NENHUM,,0,2018-05-06,2008,-21.75,-41.32
201108036495752,INCIDENTE,TRÁFEGO AÉREO,2011-08-03,11:48:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PRSEG,HELICÓPTERO,EUROCOPTER FRANCE,AS 365 N3,TURBOEIXO,2.0,4250,13.0,2005.0,BRASIL,TPX,TÁXI AÉREO,****,****,APROXIMAÇÃO FINAL,TÁXI AÉREO,NENHUM,,0,2018-05-06,2011,-21.75,-41.32
201101101394601,INCIDENTE,TRÁFEGO AÉREO,2011-01-10,18:18:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PRKNA,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,757,2.0,1979.0,BRASIL,PRI,INSTRUÇÃO,****,****,MANOBRA,VOO DE INSTRUÇÃO,NENHUM,,0,2018-05-06,2011,-21.75,-41.32
201108048455295,INCIDENTE,POUSO EM LOCAL NÃO PREVISTO,2011-08-04,12:30:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PROME,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307,14.0,2010.0,BRASIL,TPX,TÁXI AÉREO,****,****,POUSO,TÁXI AÉREO,NENHUM,,0,2018-05-06,2011,-21.75,-41.32
200802018138789,INCIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,2008-02-01,15:10:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PTYZM,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,1.0,2250,6.0,1996.0,BRASIL,TPX,TÁXI AÉREO,****,****,SUBIDA,TÁXI AÉREO,NENHUM,,0,2018-05-06,2008,-21.75,-41.32
201301225407074,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,2013-01-22,14:20:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PROMD,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307,14.0,2010.0,BRASIL,TPX,TÁXI AÉREO,****,****,CRUZEIRO,TÁXI AÉREO,NENHUM,,0,2018-05-06,2013,-21.75,-41.32
201612211435214,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,2016-12-14,16:05:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,SBCP,PRLCD,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307,14.0,2003.0,BRASIL,TPX,TÁXI AÉREO,SBCP,SBCP,DESCIDA,TÁXI AÉREO,NENHUM,,0,2018-05-06,2016,-21.75,-41.32
201708190325167,INCIDENTE GRAVE,COM HÉLICE,2017-08-17,12:50:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PTKUK,AVIÃO,TWIN COMMANDER,500-B,PISTÃO,2.0,3062,7.0,1961.0,BRASIL,SAE,ESPECIALIZADA,SBCP,SBCP,CRUZEIRO,OPERAÇÃO ESPECIALIZADA,LEVE,,0,2018-05-06,2017,-21.75,-41.32
200807239854577,INCIDENTE,POUSO BRUSCO,2008-07-23,18:47:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PRSEI,HELICÓPTERO,EUROCOPTER FRANCE,AS 365 N3,TURBOEIXO,2.0,4250,13.0,2005.0,BRASIL,TPX,TÁXI AÉREO,****,****,POUSO,TÁXI AÉREO,***,,0,2018-05-06,2008,-21.75,-41.32
201512034067525,INCIDENTE,VAZAMENTO DE OUTROS FLUIDOS,2015-12-03,10:50:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,SBFS,PRBGK,HELICÓPTERO,EUROCOPTER FRANCE,EC 225 LP,TURBOEIXO,2.0,11000,21.0,2011.0,BRASIL,TPX,TÁXI AÉREO,SBFS,SBFS,CIRCUITO DE TRÁFEGO,TÁXI AÉREO,NENHUM,,0,2018-05-06,2015,-21.75,-41.32
201302042981342,INCIDENTE,POUSO EM LOCAL NÃO PREVISTO,2013-02-04,14:15:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PROMG,HELICÓPTERO,EUROCOPTER FRANCE,EC 155 B1,TURBOEIXO,2.0,4920,15.0,2009.0,BRASIL,TPX,TÁXI AÉREO,****,****,APROXIMAÇÃO FINAL,TÁXI AÉREO,NENHUM,,0,2018-05-06,2013,-21.75,-41.32
200801232339820,INCIDENTE,FALHA DO MOTOR EM VOO,2008-01-23,17:45:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,SBCP,PROAO,AVIÃO,EMBRAER,EMB-120RT,TURBOÉLICE,2.0,11500,34.0,1987.0,BRASIL,TPR,REGULAR,****,****,DESCIDA,VOO REGULAR,NENHUM,,0,2018-05-06,2008,-21.75,-41.32
201004217369938,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,2010-04-21,12:52:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PTYAY,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76A,TURBOEIXO,2.0,4763,14.0,1984.0,BRASIL,TPX,TÁXI AÉREO,****,****,SUBIDA,TÁXI AÉREO,NENHUM,,0,2018-05-06,2010,-21.75,-41.32
201104014547954,INCIDENTE,POUSO EM LOCAL NÃO PREVISTO,2011-04-01,12:27:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PPMKE,HELICÓPTERO,EUROCOPTER FRANCE,AS 365 N2,TURBOEIXO,2.0,4250,13.0,2003.0,BRASIL,TPX,TÁXI AÉREO,****,****,POUSO,TÁXI AÉREO,NENHUM,,0,2018-05-06,2011,-21.75,-41.32
201302113602429,INCIDENTE,POUSO EM LOCAL NÃO PREVISTO,2013-02-11,19:00:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PRSEF,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307,14.0,2003.0,BRASIL,TPX,TÁXI AÉREO,****,****,POUSO,TÁXI AÉREO,NENHUM,,0,2018-05-06,2013,-21.75,-41.32
201202015709954,INCIDENTE,POUSO EM LOCAL NÃO PREVISTO,2012-02-01,12:30:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PRSEF,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307,14.0,2003.0,BRASIL,TPX,TÁXI AÉREO,****,****,POUSO,TÁXI AÉREO,NENHUM,,0,2018-05-06,2012,-21.75,-41.32
201501274439087,INCIDENTE GRAVE,FOGO NO SOLO,2015-01-27,12:25:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,SBFS,PRBGA,HELICÓPTERO,EUROCOPTER FRANCE,EC 225 LP,TURBOEIXO,2.0,11000,21.0,2010.0,BRASIL,TPX,TÁXI AÉREO,SBFS,SBFS,TÁXI,TÁXI AÉREO,SUBSTANCIAL,,0,2018-05-06,2015,-21.75,-41.32
201703021409377,ACIDENTE,POUSO BRUSCO,2017-03-01,17:08:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,9PFC,PRMEY,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307,14.0,2009.0,BRASIL,TPX,TÁXI AÉREO,SBFS,9PFC,POUSO,TÁXI AÉREO,SUBSTANCIAL,,0,2018-05-06,2017,-21.75,-41.32
201203176990903,INCIDENTE,POUSO EM LOCAL NÃO PREVISTO,2012-03-17,17:30:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PRSEE,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307,14.0,2003.0,BRASIL,TPX,TÁXI AÉREO,****,****,POUSO,TÁXI AÉREO,NENHUM,,0,2018-05-06,2012,-21.75,-41.32
201102168388846,INCIDENTE,F.O.D.,2011-02-16,14:50:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PRSED,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307,14.0,2003.0,BRASIL,TPX,TÁXI AÉREO,****,****,OPERAÇÃO DE SOLO,TÁXI AÉREO,LEVE,,0,2018-05-06,2011,-21.75,-41.32
201804031740555,INCIDENTE,PROBLEMAS FISIOLÓGICOS,2018-03-30,14:00:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,SBCP,PRLCQ,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307,14.0,2006.0,BRASIL,TPX,TÁXI AÉREO,SBCP,SBCP,CRUZEIRO,TÁXI AÉREO,NENHUM,,0,2018-05-06,2018,-21.75,-41.32
201003097007272,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,2010-03-09,19:18:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PRLCM,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307,14.0,2006.0,BRASIL,TPX,TÁXI AÉREO,****,****,CRUZEIRO,TÁXI AÉREO,NENHUM,,0,2018-05-06,2010,-21.75,-41.32
201210117685634,INCIDENTE,SOPRO DE ROTOR,2012-10-11,12:50:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PRJAR,HELICÓPTERO,SIKORSKY AIRCRAFT,S-92A,TURBOEIXO,2.0,12020,21.0,2011.0,BRASIL,TPX,TÁXI AÉREO,****,****,APROXIMAÇÃO FINAL,TÁXI AÉREO,NENHUM,,0,2018-05-06,2012,-21.75,-41.32
200807112563401,INCIDENTE GRAVE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,2008-07-11,13:13:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PRLCE,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307,14.0,2004.0,BRASIL,TPX,TÁXI AÉREO,****,SBFS,CRUZEIRO,TÁXI AÉREO,LEVE,,3,2018-05-06,2008,-21.75,-41.32
201103261671856,INCIDENTE,TRÁFEGO AÉREO,2011-03-26,17:39:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,SBCP,PPGGC,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,3.0,1992.0,BRASIL,PRI,INSTRUÇÃO,****,****,CIRCUITO DE TRÁFEGO,VOO DE INSTRUÇÃO,NENHUM,,0,2018-05-06,2011,-21.75,-41.32
201301255238303,INCIDENTE,FALHA DO MOTOR EM VOO,2013-01-25,09:20:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,SBCP,PRTKE,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,TURBOÉLICE,2.0,18600,52.0,1997.0,BRASIL,TPR,REGULAR,****,****,DECOLAGEM,VOO REGULAR,NENHUM,,0,2018-05-06,2013,-21.75,-41.32
200906077546141,INCIDENTE,OUTROS,2009-06-07,11:11:00,CAMPOS DOS GOYTACAZES,RJ,BRASIL,****,PRLCE,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307,14.0,2004.0,BRASIL,TPX,TÁXI AÉREO,****,****,POUSO,TÁXI AÉREO,NENHUM,,0,2018-05-06,2009,-21.75,-41.32
201201284013238,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,2012-01-28,18:35:00,CAMPOS LINDOS,TO,BRASIL,****,PTEZU,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073,7.0,1979.0,BRASIL,TPP,PARTICULAR,SWTO,SNBS,POUSO,VOO PRIVADO,SUBSTANCIAL,,4,2018-05-06,2012,-7.99,-46.86
200807137238517,ACIDENTE,FALHA DO MOTOR EM VOO,2008-07-13,14:00:00,CANABRAVA DO NORTE,MT,BRASIL,****,PTRZV,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,1.0,1633,7.0,1985.0,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,VOO PRIVADO,SUBSTANCIAL,,2,2018-05-06,2008,-11.05,-51.83
201210312121855,ACIDENTE,PERDA DE CONTROLE EM VOO,2012-10-31,10:05:00,CANARANA,MT,BRASIL,****,PRLGA,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,1.0,1497,1.0,1977.0,BRASIL,SAE-AG,AGRÍCOLA,****,****,CIRCUITO DE TRÁFEGO,OPERAÇÃO AGRÍCOLA,DESTRUÍDA,,0,2018-05-06,2012,-13.55,-52.16
201503144637456,ACIDENTE,PERDA DE CONTROLE EM VOO,2015-03-14,18:00:00,CANARANA,MT,BRASIL,****,PTXXX5,AVIÃO,***,***,***,,0,,0.0,BRASIL,TPP,PARTICULAR,****,****,MANOBRA,OPERAÇÃO AGRÍCOLA,DESTRUÍDA,1.0,0,2018-05-06,2015,-13.55,-52.16
201301226723770,ACIDENTE,POUSO SEM TREM,2013-01-22,15:00:00,CANARANA,MT,BRASIL,SWEK,PTVQO,AVIÃO,EMBRAER,EMB-810D,PISTÃO,2.0,2155,6.0,1993.0,BRASIL,TPP,PARTICULAR,****,****,POUSO,VOO PRIVADO,SUBSTANCIAL,,0,2018-05-06,2013,-13.55,-52.16
201706231923184,INCIDENTE GRAVE,PANE SECA,2017-06-19,14:25:00,CANARANA,MT,BRASIL,****,PRKKR,AVIÃO,CESSNA AIRCRAFT,T210R,PISTÃO,1.0,1860,6.0,1985.0,BRASIL,TPP,PARTICULAR,SWSI,SWHP,CRUZEIRO,VOO PRIVADO,LEVE,,0,2018-05-06,2017,-13.55,-52.16
201206224741554,ACIDENTE,POUSO LONGO,2012-06-22,14:00:00,CANARANA,MT,BRASIL,SWEK,PTWBJ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,1.0,1633,7.0,1989.0,BRASIL,TPX,TÁXI AÉREO,SWXV,SWEK,POUSO,VOO PRIVADO,SUBSTANCIAL,,0,2018-05-06,2012,-13.55,-52.16
201312298872006,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,2013-12-29,19:00:00,CANDEIAS DO JAMARI,RO,BRASIL,****,PUSPE,ULTRALEVE,***,PETREL,PISTÃO,1.0,500,2.0,2007.0,BRASIL,PET,EXPERIMENTAL,****,****,APROXIMAÇÃO FINAL,VOO EXPERIMENTAL,SUBSTANCIAL,1.0,0,2018-05-06,2013,-8.81,-63.69
201302039792556,ACIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,2013-02-03,23:10:00,CANDIDO MOTA,SP,BRASIL,****,PPAJV,AVIÃO,BEECH AIRCRAFT,C90A,TURBOÉLICE,2.0,4763,8.0,2001.0,BRASIL,TPP,PARTICULAR,SBMG,SBSP,CRUZEIRO,VOO PRIVADO,DESTRUÍDA,5.0,14,2018-05-06,2013,-22.74,-50.38
200809085568685,ACIDENTE,FALHA DO MOTOR EM VOO,2008-09-08,19:40:00,CANDIDO RODRIGUES,SP,BRASIL,****,PPHMS,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C-1,PISTÃO,1.0,660,2.0,1962.0,BRASIL,PRI,INSTRUÇÃO,****,****,POUSO,VOO DE INSTRUÇÃO,SUBSTANCIAL,,4,2018-05-06,2008,-21.32,-48.63
201408315970862,ACIDENTE,PERDA DE CONTROLE EM VOO,2014-08-31,19:50:00,CANDOI,PR,BRASIL,****,PTYFD,HELICÓPTERO,ROBINSON HELICOPTER,R44,PISTÃO,1.0,1089,4.0,1997.0,BRASIL,TPP,PARTICULAR,****,****,DECOLAGEM,VOO PRIVADO,SUBSTANCIAL,,0,2018-05-06,2014,-25.66,-52.12
201610171042438,ACIDENTE,FALHA DO MOTOR EM VOO,2016-10-13,15:15:00,CANELA,RS,BRASIL,SSCN,PRDYD,HELICÓPTERO,ROBINSON HELICOPTER,R44,PISTÃO,1.0,1088,4.0,2000.0,BRASIL,M20,MÚLTIPLA,SSMK,SSCN,DESCIDA,VOO NÃO REGULAR,SUBSTANCIAL,,0,2018-05-06,2016,-29.36,-50.81
200906142120489,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,2009-06-14,20:20:00,CANELA,RS,BRASIL,****,PPGQA,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1993.0,BRASIL,PRI,INSTRUÇÃO,SSCN,SSCN,CORRIDA APÓS POUSO,VOO DE INSTRUÇÃO,LEVE,,4,2018-05-06,2009,-29.36,-50.81
200806038392818,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,2008-06-03,12:00:00,CANELA,RS,BRASIL,SSCN,PTOZL,AVIÃO,BEECH AIRCRAFT,C90A,TURBOÉLICE,2.0,4581,8.0,1993.0,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,VOO PRIVADO,***,,0,2018-05-06,2008,-29.36,-50.81
201803241932124,ACIDENTE,PERDA DE CONTROLE NO SOLO,2018-03-23,21:20:00,CANELA,RS,BRASIL,SSCN,PPGQA,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1993.0,BRASIL,PRI,INSTRUÇÃO,SSCN,SSCN,CORRIDA APÓS POUSO,VOO DE INSTRUÇÃO,SUBSTANCIAL,,0,2018-05-06,2018,-29.36,-50.81
201505299364606,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,2015-05-29,02:03:00,CANOAS,RS,BRASIL,SBPA,PRAYC,AVIÃO,EMBRAER,ERJ 190-200 IGW,JATO,2.0,52290,125.0,2008.0,BRASIL,TPR,REGULAR,SBSP,SBPA,CRUZEIRO,VOO REGULAR,NENHUM,,0,2018-05-06,2015,-29.91,-51.18
201501193453848,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,2015-01-19,12:50:00,CANOAS,RS,BRASIL,SBPA,PRAYG,AVIÃO,EMBRAER,ERJ 190-200 IGW,JATO,2.0,52290,125.0,2010.0,BRASIL,TPR,REGULAR,SBCF,SBPA,SUBIDA,VOO REGULAR,NENHUM,,0,2018-05-06,2015,-29.91,-51.18
201707050515445,ACIDENTE,FALHA DO MOTOR EM VOO,2017-07-03,15:00:00,CANTA,RR,BRASIL,SWPD,PRMFR,AVIÃO,CESSNA AIRCRAFT,210M,PISTÃO,1.0,1723,6.0,1977.0,BRASIL,TPX,TÁXI AÉREO,SWPD,SWAE,DECOLAGEM,TÁXI AÉREO,DESTRUÍDA,4.0,0,2018-05-06,2017,2.61,-60.59
201209245307007,ACIDENTE,DESORIENTAÇÃO ESPACIAL,2012-09-24,08:00:00,CANTA,RR,BRASIL,****,PTKSB,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724,6.0,1974.0,BRASIL,TPX,TÁXI AÉREO,SWPD,****,DECOLAGEM,TÁXI AÉREO,DESTRUÍDA,1.0,0,2018-05-06,2012,2.61,-60.59
200808098234341,INCIDENTE,COM TREM DE POUSO,2008-08-09,16:50:00,CANTO DO BURITI,PI,BRASIL,****,PTEZD,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073,6.0,1979.0,BRASIL,TPX,TÁXI AÉREO,****,****,POUSO,TÁXI AÉREO,LEVE,,0,2018-05-06,2008,-8.11,-42.94
201306183637132,ACIDENTE,COM TREM DE POUSO,2013-06-18,21:30:00,CANUTAMA,AM,BRASIL,****,PTISH,AVIÃO,PIPER AIRCRAFT,PA-34-200,PISTÃO,2.0,1905,7.0,1973.0,BRASIL,TPP,PARTICULAR,SWFN,SWBR,POUSO,VOO PRIVADO,LEVE,,0,2018-05-06,2013,-6.53,-64.38
201001093512754,INCIDENTE GRAVE,COM TREM DE POUSO,2010-01-09,12:30:00,CANUTAMA,AM,BRASIL,****,PTEVH,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073,7.0,1979.0,BRASIL,TPP,PARTICULAR,SBEG,SWLB,CRUZEIRO,VOO PRIVADO,LEVE,,3,2018-05-06,2010,-6.53,-64.38
201711031407248,ACIDENTE,ESTOURO DE PNEU,2017-11-02,19:30:00,CANUTAMA,AM,BRASIL,SDKH,PTEVH,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073,7.0,1979.0,BRASIL,TPX,TÁXI AÉREO,SDKH,###!,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,,0,2018-05-06,2017,-6.53,-64.38
201001152812076,ACIDENTE,OUTROS,2010-01-15,20:22:00,CANUTAMA,AM,BRASIL,****,PTHLE,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,1.0,1950,6.0,1981.0,BRASIL,TPX,TÁXI AÉREO,****,SWLB,CRUZEIRO,TÁXI AÉREO,***,2.0,9,2018-05-06,2010,-6.53,-64.38
201401147348786,INCIDENTE,FALHA DO MOTOR EM VOO,2014-01-14,14:15:00,CAPAO DA CANOA,RS,BRASIL,SSKK,PPEHY,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,1.0,1950,6.0,1982.0,BRASIL,ADE,ADMINISTRAÇÃO DIRETA,****,****,MANOBRA,OPERAÇÃO POLICIAL,NENHUM,,0,2018-05-06,2014,-29.76,-50.03
201304072356288,ACIDENTE,OUTROS,2013-04-07,15:00:00,CAPAO DA CANOA,RS,BRASIL,SSKK,PPXNZ,AVIÃO,FABRICACAO PROPRIA,CMA,PISTÃO,0.0,600,1.0,0.0,BRASIL,PEX,EXPERIMENTAL,****,****,PARTIDA DO MOTOR,VOO EXPERIMENTAL,NENHUM,,0,2018-05-06,2013,-29.76,-50.03
200811151795807,ACIDENTE,PERDA DE CONTROLE EM VOO,2008-11-15,13:30:00,CAPAO DO LEAO,RS,BRASIL,****,PTURN,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,2004.0,BRASIL,SAE-AG,AGRÍCOLA,****,****,ESPECIALIZADA,OPERAÇÃO AGRÍCOLA,SUBSTANCIAL,,0,2018-05-06,2008,-31.76,-52.48
200901134592140,ACIDENTE,FALHA DO MOTOR EM VOO,2009-01-13,19:50:00,CAPAO DO LEAO,RS,BRASIL,****,PTUTX,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,PISTÃO,1.0,1800,1.0,2006.0,BRASIL,TPP,PARTICULAR,****,****,OUTRA FASE,VOO PRIVADO,LEVE,,5,2018-05-06,2009,-31.76,-52.48
201701261458389,ACIDENTE,PERDA DE CONTROLE EM VOO,2017-01-22,18:00:00,CAPITOLIO,MG,BRASIL,****,PPMAM,HELICÓPTERO,ROBINSON HELICOPTER,R44,PISTÃO,1.0,1088,4.0,1998.0,BRASIL,TPP,PARTICULAR,****,****,DECOLAGEM,VOO PRIVADO,SUBSTANCIAL,,0,2018-05-06,2017,-20.61,-46.05
200905028075984,INCIDENTE,OUTROS,2009-05-02,15:20:00,CAPITOLIO,MG,BRASIL,****,PPMAC,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1451,5.0,1999.0,BRASIL,TPP,PARTICULAR,****,****,OPERAÇÃO DE SOLO,VOO PRIVADO,LEVE,,0,2018-05-06,2009,-20.61,-46.05
201706192149414,ACIDENTE,OUTROS,2017-06-14,20:20:00,CARACARAI,RR,BRASIL,SJLU,PRTOD,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,1.0,2250,6.0,2009.0,BRASIL,TPX,TÁXI AÉREO,SWPD,****,PAIRADO,VOO PRIVADO,NENHUM,1.0,0,2018-05-06,2017,1.81,-61.12
